,Bcells,Malignant,Fibroblasts
0,0.24,0.47,0.29
1,0.56,0.14,0.3
2,0.3,0.37,0.33
3,0.25742574257425743,0.40594059405940597,0.33663366336633666
4,0.21,0.41,0.38
5,0.32323232323232326,0.494949494949495,0.18181818181818182
6,0.44,0.31,0.25
7,0.3465346534653465,0.27722772277227725,0.37623762376237624
8,0.4444444444444444,0.25252525252525254,0.30303030303030304
9,0.43564356435643564,0.38613861386138615,0.1782178217821782
10,0.35,0.45,0.2
11,0.31313131313131315,0.37373737373737376,0.31313131313131315
12,0.21,0.34,0.45
13,0.27,0.35,0.38
14,0.46,0.25,0.29
15,0.1919191919191919,0.5151515151515151,0.29292929292929293
16,0.48,0.22,0.3
17,0.41,0.33,0.26
18,0.38,0.31,0.31
19,0.46,0.23,0.31
20,0.44,0.23,0.33
21,0.27,0.25,0.48
22,0.27,0.38,0.35
23,0.27,0.26,0.47
24,0.31,0.44,0.25
25,0.39,0.3,0.31
26,0.42,0.29,0.29
27,0.26262626262626265,0.2222222222222222,0.5151515151515151
28,0.3,0.36,0.34
29,0.41,0.25,0.34
30,0.35,0.27,0.38
31,0.31683168316831684,0.43564356435643564,0.24752475247524752
32,0.3,0.44,0.26
33,0.32,0.27,0.41
34,0.42,0.46,0.12
35,0.24,0.25,0.51
36,0.42,0.33,0.25
37,0.37373737373737376,0.37373737373737376,0.25252525252525254
38,0.4,0.32,0.28
39,0.32,0.41,0.27
40,0.3,0.48,0.22
41,0.25,0.4,0.35
42,0.34,0.37,0.29
43,0.4,0.28,0.32
44,0.3465346534653465,0.36633663366336633,0.2871287128712871
45,0.2376237623762376,0.44554455445544555,0.31683168316831684
46,0.2,0.43,0.37
47,0.34,0.33,0.33
48,0.26,0.39,0.35
49,0.34,0.33,0.33
50,0.28,0.51,0.21
51,0.34,0.35,0.31
52,0.3,0.19,0.51
53,0.2871287128712871,0.504950495049505,0.2079207920792079
54,0.35,0.29,0.36
55,0.29,0.43,0.28
56,0.32323232323232326,0.36363636363636365,0.31313131313131315
57,0.45,0.28,0.27
58,0.36633663366336633,0.3465346534653465,0.2871287128712871
59,0.3939393939393939,0.29292929292929293,0.31313131313131315
60,0.3,0.25,0.45
61,0.29,0.27,0.44
62,0.2079207920792079,0.4752475247524752,0.31683168316831684
63,0.33663366336633666,0.3564356435643564,0.3069306930693069
64,0.38,0.27,0.35
65,0.21,0.53,0.26
66,0.37,0.26,0.37
67,0.47474747474747475,0.20202020202020202,0.32323232323232326
68,0.3,0.4,0.3
69,0.26262626262626265,0.3434343434343434,0.3939393939393939
70,0.27,0.34,0.39
71,0.38,0.28,0.34
72,0.32,0.31,0.37
73,0.26,0.3,0.44
74,0.26262626262626265,0.31313131313131315,0.42424242424242425
75,0.31,0.4,0.29
76,0.34,0.37,0.29
77,0.2,0.54,0.26
78,0.2079207920792079,0.31683168316831684,0.4752475247524752
79,0.28,0.36,0.36
80,0.3,0.46,0.24
81,0.39,0.23,0.38
82,0.28,0.44,0.28
83,0.4,0.25,0.35
84,0.3,0.3,0.4
85,0.25,0.4,0.35
86,0.27,0.38,0.35
87,0.38613861386138615,0.38613861386138615,0.22772277227722773
88,0.43,0.25,0.32
89,0.27722772277227725,0.40594059405940597,0.31683168316831684
90,0.33,0.47,0.2
91,0.27,0.32,0.41
92,0.33,0.36,0.31
93,0.34,0.27,0.39
94,0.5050505050505051,0.18181818181818182,0.31313131313131315
95,0.53,0.26,0.21
96,0.3465346534653465,0.3069306930693069,0.3465346534653465
97,0.37,0.36,0.27
98,0.31,0.3,0.39
99,0.3434343434343434,0.3333333333333333,0.32323232323232326
