GeneID,1
RP11-34P13.7,0.0030872787
FO538757.3,0.0030872787
FO538757.2,0.1959393
AP006222.2,0.05371865
RP4-669L17.10,0.0055571017
RP5-857K21.4,0.00576292
RP11-206L10.9,0.04919064
LINC00115,0.027168052
FAM41C,0.015024757
RP11-54O7.3,0.0043221903
SAMD11,0.024286594
NOC2L,0.43592376
KLHL17,0.01893531
PLEKHN1,0.055365197
PERM1,0.048573185
RP11-54O7.17,0.013789845
HES4,1.0220951
ISG15,2.4947271
AGRN,0.22640046
RP11-54O7.18,0.00041163716
RNF223,0.27538526
C1orf159,0.08582635
RP11-465B22.8,0.03478334
TTLL10,0.006380376
TNFRSF18,0.30728716
TNFRSF4,0.0063803764
SDF4,0.9724927
B3GALT6,0.03787062
FAM132A,0.004528009
RP5-902P8.12,0.0
UBE2J2,0.4200757
SCNN1D,0.017700398
ACAP3,0.08459144
PUSL1,0.1782389
CPSF3L,0.45177183
CPTP,0.2222841
TAS1R3,0.0082327435
DVL1,0.095088184
MXRA8,0.07779943
AURKAIP1,2.4364805
CCNL2,0.39311352
MRPL20,1.7887692
RP4-758J18.13,0.0041163717
ANKRD65,0.024904048
RP4-758J18.7,0.0012349115
RP4-758J18.10,0.042398628
VWA1,0.3130501
ATAD3C,0.042398628
ATAD3B,0.09611728
ATAD3A,0.09035436
TMEM240,0.00061745575
SSU72,1.6930637
RP5-832C2.5,0.032930974
C1orf233,0.024904048
RP11-345P4.9,0.05515938
MIB2,0.14757194
MMP23B,0.00288146
CDK11B,0.1405741
RP11-345P4.10,0.006792013
SLC35E2B,0.24657065
RP11-345P4.7,0.0018523673
CDK11A,0.1183457
SLC35E2,0.017906217
NADK,0.16897705
GNB1,0.45506492
RP1-140A9.1,0.0047338274
CALML6,0.0020581859
TMEM52,0.05124883
GABRD,0.012143296
PRKCZ,0.12596099
RP11-181G12.2,0.0010290929
FAAP20,1.1239753
SKI,0.10990712
MORN1,0.06442122
RER1,1.7739503
PEX10,0.24554154
PLCH2,0.037458982
PANK4,0.0321077
HES5,0.0008232743
RP3-395M20.12,0.09755801
RP3-395M20.8,0.020993495
TNFRSF14,0.35380214
RP3-395M20.9,0.0012349115
FAM213B,0.23895538
MMEL1,0.28155982
TTC34,0.003910553
LINC00982,0.00020581858
PRDM16,0.00061745575
ARHGEF16,0.09138346
MEGF6,0.044250995
RP11-46F15.2,0.00144073
TPRG1L,0.08438562
WRAP73,0.1628025
TP73,0.004528009
TP73-AS1,0.070389956
SMIM1,0.4882017
LRRC47,0.23627973
CEP104,0.15806867
DFFB,0.021199314
C1orf174,0.23442738
LINC01134,0.004528009
AJAP1,0.0
RP11-154H17.1,0.0
NPHP4,0.024080774
KCNAB2,0.0072036507
RPL22,12.262259
RP1-120G22.11,0.012554933
RNF207,0.09035437
ICMT,0.26262453
LINC00337,0.0022640044
GPR153,0.012554934
ACOT7,0.10002784
RP1-202O8.3,0.013584026
HES2,0.04075208
ESPN,0.16568395
TNFRSF25,0.02181677
PLEKHG5,0.040134624
NOL9,0.08582635
TAS1R1,0.00020581858
ZBTB48,0.09158928
KLHL21,0.095911466
PHF13,0.24348341
THAP3,0.1129944
DNAJC11,0.07491797
RP11-242F24.1,0.00020581858
RP11-312B8.1,0.004528009
CAMTA1,1.5277913
RP4-549F15.1,0.0
VAMP3,0.49746352
PER3,0.076152876
RP3-467L1.4,0.0
