GeneID,G2M
CHCHD3,209.2602
CHCHD4,8.756179
CHCHD5,41.774303
CHCHD6,46.36873
CHCHD7,40.836082
CHD1,24.627913
CHD1L,43.230618
CHD2,44.465755
CHD3,11.201722
CHD4,84.66797
CHD5,0.43829647
CHD6,15.429903
CHD7,76.76521
CHD8,13.152256
CHD9,34.711853
CHDC2,0.102375366
CHDH,5.816451
CHEK1,41.27073
CHEK2,51.669025
CHEK2P2,0.6163032
CHERP,19.471397
CHFR,23.419111
CHGA,2.2911513
CHGB,20.730238
CHI3L1,17.093521
CHI3L2,1.401857
CHIA,0.057419647
CHIAP2,0.6506446
CHIC1,5.1457176
CHIC2,139.58438
CHID1,66.43045
CHIT1,0.04237619
CHKA,12.190428
CHKB,19.673588
CHKB-CPT1B,0.55050504
CHL1,31.162508
CHM,18.30104
CHML,5.0562224
CHMP1A,85.14104
CHMP1B,71.46709
CHMP2A,205.28299
CHMP2B,46.58378
CHMP3,104.36716
CHMP4A,53.162155
CHMP4B,3.1129272
CHMP4C,1.222525
CHMP5,128.33559
CHMP6,43.164955
CHMP7,37.10597
CHN1,72.95891
CHN2,5.7816486
CHODL,1.7562176
CHODL-AS1,0.027008895
CHORDC1,46.78809
CHP1,87.52257
CHP2,4.305139
CHPF,27.026934
CHPF2,10.251427
CHPT1,20.76902
CHRAC1,40.762573
CHRD,3.6273034
CHRDL1,30.468409
CHRDL2,0.021378411
CHRFAM7A,2.6780968
CHRM1,0.9965298
CHRM2,0.90837413
CHRM3,19.622295
CHRM4,0.267566
CHRM5,0.09615863
CHRNA1,69.77513
CHRNA10,2.0810308
CHRNA2,0.015249225
CHRNA3,0.01079179
CHRNA4,1.8768007
CHRNA5,2.9299605
CHRNA6,0.03214076
CHRNA7,6.1340413
CHRNA9,0.44797653
CHRNB1,11.295331
CHRNB2,3.7642386
CHRNB3,0.090586506
CHRNB4,0.41149536
CHRND,0.038797557
CHRNE,0.07961901
CHRNG,0.38290328
CHST1,0.5784752
CHST10,11.248657
CHST11,19.25708
CHST12,23.195675
CHST13,0.0
CHST14,7.4962287
CHST15,1.3433427
CHST2,1.1208777
CHST3,15.9818535
CHST4,0.046041057
CHST5,1.5593845
CHST6,5.301695
CHST7,6.8794994
CHST8,12.34187
CHST9,20.285141
CHSY1,9.971397
CHSY3,0.21560009
CHTF18,38.07835
CHTF8,58.485386
CHTOP,189.5406
CHUK,9.939785
CHURC1,44.593803
CHURC1-FNTB,8.306867
CIAO1,75.097824
CIAPIN1,113.78548
CIB1,61.82605
CIB2,3.2813563
CIB3,0.0
CIB4,0.0
CIC,6.137702
CIDEA,0.0
CIDEB,2.409577
CIDEC,0.56674194
CIDECP,35.094063
CIITA,1.4456942
CILP,0.48094523
CILP2,0.18788856
CINP,64.05304
CIR1,37.887127
CIRBP,290.18802
CIRBP-AS1,0.4359238
CIRH1A,70.45536
CISD1,28.054836
CISD2,32.51406
CISD3,10.200996
CISH,7.865813
CIT,49.039227
CITED1,7.094816
CITED2,4.456395
CITED4,0.06096764
CIZ1,18.939716
CKAP2,483.77478
CKAP2L,147.4432
CKAP4,21.022205
CKAP5,172.06532
CKB,2503.7114
CKLF,80.80052
CKLF-CMTM1,3.289072
CKM,0.24448678
CKMT1A,1.5178887
CKMT1B,2.8299136
CKMT2,0.14521986
CKS1B,536.7798
CKS2,897.24146
CLASP1,40.13386
CLASP2,59.255474
CLASRP,15.503795
CLC,0.61821115
CLCA1,0.0
CLCA2,0.039384164
CLCA3P,0.005777126
CLCA4,0.009002932
CLCC1,65.256966
CLCF1,0.47633803
CLCN1,0.11548403
CLCN2,5.78537
CLCN3,49.39114
CLCN4,9.084132
CLCN5,8.402232
CLCN6,16.417452
CLCN7,4.598223
CLCNKA,0.0
CLCNKB,0.0
CLDN1,1.402606
CLDN10,42.170372
CLDN10-AS1,0.0
CLDN11,29.9113
CLDN12,65.10606
CLDN14,0.0065395897
CLDN15,5.8425846
CLDN16,1.2872713
CLDN17,0.0
CLDN18,0.50190604
CLDN19,1.6430345
CLDN2,0.3471609
CLDN20,2.5892923
CLDN22,0.0025513198
CLDN23,0.0
CLDN24,0.0
CLDN25,0.0
CLDN3,0.12208211
CLDN4,1.0506591
CLDN5,5.641168
CLDN6,0.047388747
CLDN7,0.31824076
CLDN8,0.0
CLDN9,0.0
CLDND1,265.15714
CLDND2,1.4798241
CLEC10A,0.93792105
CLEC11A,7.779453
CLEC12A,0.01947214
CLEC12B,0.0
CLEC14A,0.017507331
CLEC16A,19.741823
CLEC17A,0.06173021
CLEC18A,1.3031373
CLEC18B,3.0817804
CLEC18C,0.38950154
CLEC19A,0.5788862
CLEC1A,0.0
CLEC1B,0.0
CLEC2A,0.029384166
CLEC2B,23.629103
CLEC2D,8.040427
CLEC2L,0.7370164
CLEC3A,0.0
CLEC3B,0.7492088
CLEC4A,5.6771164
CLEC4C,0.29114363
CLEC4D,0.06384156
CLEC4E,1.4820507
CLEC4F,0.01835777
CLEC4G,0.0
CLEC4GP1,4.071316
CLEC4M,0.0
CLEC5A,0.19677418
CLEC6A,0.08319648
CLEC7A,2.2581282
CLEC9A,0.0
CLECL1,0.25583822
CLGN,24.550726
CLHC1,8.235846
CLIC1,196.28047
CLIC2,4.141317
CLIC3,0.037243757
CLIC4,256.50482
CLIC5,0.0
CLIC6,0.47251704
CLINT1,71.478325
CLIP1,18.758818
CLIP2,23.342701
CLIP3,28.465786
CLIP4,4.3453083
CLK1,354.53482
CLK2,17.265705
CLK2P,0.021964755
CLK3,65.109245
CLK4,52.431095
CLLU1,0.18665695
CLLU1OS,0.08181818
CLMN,0.9321692
CLMP,1.9797524
CLN3,35.869976
CLN5,37.159904
CLN6,4.657314
CLN8,8.920237
CLNK,0.010439882
CLNS1A,249.16641
CLOCK,14.696779
CLP1,24.16318
CLPB,20.063349
CLPP,116.749115
CLPS,0.05903017
CLPSL1,0.0
CLPSL2,0.32316715
CLPTM1,57.185135
CLPTM1L,18.322618
CLPX,47.925816
CLRN1,0.6456889
CLRN1-AS1,0.040089916
CLRN2,0.0
CLRN3,0.033665687
CLSPN,10.184274
CLSTN1,19.019783
CLSTN2,2.04379
CLSTN3,8.952369
CLTA,289.23334
CLTB,31.339912
CLTC,87.42892
CLTCL1,4.2836447
CLU,337.3079
CLUAP1,20.730167
CLUH,5.372332
CLUHP3,3.8923483
CLUL1,0.6596739
CLVS1,5.571793
CLVS2,6.6709456
CLYBL,1.0069519
CMA1,0.0
CMAHP,2.1530204
CMAS,86.18073
CMBL,26.63344
CMC1,48.412457
CMC2,255.98276
CMC4,12.891542
CMIP,1.6020696
CMKLR1,0.0
CMPK1,93.2609
CMPK2,3.8489838
CMSS1,73.591576
CMTM1,2.706854
CMTM2,0.3736359
CMTM3,29.533915
CMTM4,6.1093707
CMTM5,10.737379
CMTM6,99.66805
CMTM7,7.6026516
CMTM8,3.0772872
CMYA5,2.4797354
CN5H6.4,5.9933467
CNBD1,0.062111437
CNBD2,0.6197067
CNBP,373.81125
CNDP1,2.653929
CNDP2,57.382065
CNEP1R1,57.37579
CNFN,0.47372353
CNGA1,0.2900002
CNGA2,0.0
CNGA3,4.3035417
CNGA4,0.0
CNGB1,0.31900302
CNGB3,0.03894435
CNIH,211.01279
CNIH2,2.220463
CNIH3,9.936508
CNIH4,343.4051
CNKSR1,1.8856598
CNKSR2,9.107393
CNKSR3,3.2218947
CNN1,1.7479511
CNN2,3.7203448
CNN3,566.40265
CNNM1,0.95020664
CNNM2,1.4981902
CNNM3,10.24831
CNNM4,3.1612012
CNOT1,93.65973
CNOT10,47.204338
CNOT11,5.980861
CNOT2,70.31161
CNOT3,9.99443
CNOT4,44.54495
CNOT6,13.112134
CNOT6L,9.36623
CNOT7,165.25314
CNOT8,94.78009
CNP,119.44632
CNPPD1,37.53013
CNPY1,12.286423
CNPY2,173.88542
CNPY3,68.662575
CNPY4,30.694305
CNR1,26.375761
CNR2,0.018885631
CNRIP1,89.160484
CNST,15.887448
CNTD1,2.0103965
CNTD2,1.2265648
CNTF,1.2910223
CNTFR,13.347033
CNTLN,18.760847
CNTN1,160.41164
CNTN2,5.295789
CNTN3,0.9952163
CNTN4,4.608158
CNTN4-AS2,0.0
CNTN5,0.47175956
CNTN6,1.3571308
CNTNAP1,1.6282382
CNTNAP2,1.0790266
CNTNAP3,0.9539914
CNTNAP3B,3.7543535
CNTNAP4,4.6673217
CNTNAP5,4.1795793
CNTRL,23.65505
CNTROB,28.9988
COA1,171.06761
COA3,164.16483
COA4,131.43684
COA5,92.64095
COA6,86.45753
COASY,30.84499
COBL,10.867834
COBLL1,2.5162473
COCH,11.916098
COG1,38.672596
COG2,41.219437
COG3,21.56711
COG4,80.443306
COG5,37.81117
COG6,34.114243
COG7,24.0928
COG8,21.312878
COIL,32.706417
COL10A1,0.0
COL11A1,24.962418
COL11A2,4.9305396
COL12A1,0.58906305
COL13A1,0.0
COL14A1,1.142548
COL15A1,0.69975716
COL16A1,7.8035436
COL17A1,0.07134899
COL18A1,1.4741077
COL18A1-AS1,0.056950144
COL18A1-AS2,0.0
COL19A1,0.39351907
COL1A1,3.9536734
COL1A2,56.110764
COL20A1,21.894941
COL21A1,3.4090548
COL22A1,3.0991945
COL23A1,3.05739
COL24A1,0.82158107
COL25A1,1.0804691
COL26A1,1.1330487
COL27A1,1.6865019
COL28A1,10.020413
COL2A1,1.3161939
COL3A1,1.990593
COL4A1,9.39879
COL4A2,12.488784
COL4A2-AS1,0.26431084
COL4A3,0.38689142
COL4A3BP,19.038347
COL4A4,0.25472158
COL4A5,3.7759557
COL4A6,0.3652516
COL5A1,0.49252963
COL5A2,26.235842
COL5A3,0.25190628
COL6A1,13.350728
COL6A2,3.3642955
COL6A3,0.0047507333
COL6A4P1,0.15442573
COL6A4P2,0.20167159
COL6A5,0.0031672032
COL6A6,0.16911861
COL7A1,0.8107293
COL8A1,12.846476
COL8A2,0.46486676
COL9A1,59.363247
COL9A2,3.988873
COL9A3,26.928852
COLEC10,0.0
COLEC11,1.9154739
COLEC12,0.39079493
COLQ,1.8336089
COMMD1,58.030277
COMMD10,85.11692
COMMD2,65.42972
COMMD3,117.9444
COMMD3-BMI1,32.48991
COMMD4,112.1358
COMMD5,55.05465
COMMD6,38.07581
COMMD7,67.59983
COMMD8,47.553734
COMMD9,30.11733
COMP,0.023343109
COMT,94.34447
COMTD1,1.8732262
COPA,123.939926
COPB1,157.37878
COPB2,133.8125
COPE,287.4627
COPG1,120.35922
COPG2,37.95706
COPRS,65.26322
COPS2,53.10389
COPS3,190.62964
COPS4,143.1047
COPS5,183.97327
COPS6,496.87747
COPS7A,87.84959
COPS7B,61.667183
COPS8,199.97221
COPZ1,249.99931
COPZ2,1.9129617
COQ10A,13.49271
COQ10B,74.17764
COQ2,51.266792
COQ3,30.54506
COQ4,29.368109
COQ5,70.4141
COQ6,37.34874
COQ7,24.04518
COQ9,108.52436
CORIN,0.44680324
CORO1A,11.768295
CORO1B,31.984196
CORO1C,221.43848
CORO2A,4.513342
CORO2B,15.946957
CORO6,0.61337334
CORO7,19.783903
CORO7-PAM16,8.873626
CORT,3.0734236
COTL1,166.80327
COX10,20.371975
COX10-AS1,12.624175
COX11,79.88789
COX14,40.97453
COX15,12.538917
COX16,49.344997
COX17,105.72105
COX18,10.716579
COX19,12.380626
COX20,124.422455
COX4I1,661.9814
COX4I2,0.0
COX5A,338.11737
COX5B,327.95413
COX6A1,764.57166
COX6A2,0.0
COX6B1,253.3749
COX6B2,7.602676
COX6C,266.16953
COX7A1,2.2644854
COX7A2,305.72833
COX7A2L,150.55891
COX7B,304.50467
COX7B2,0.0
COX7C,664.4272
COX8A,688.06537
COX8C,0.0
CP,2.2392664
CPA1,0.0076539586
CPA2,0.3360721
CPA3,0.12384172
CPA4,1.5896459
CPA5,0.7198339
CPA6,0.29826978
CPAMD8,0.44231552
CPB1,0.031026393
CPB2,0.19055718
CPB2-AS1,6.0080953
CPD,15.505633
CPE,45.194157
CPEB1,0.7570028
CPEB2,8.426193
CPEB3,0.9642555
CPEB4,32.624138
CPED1,4.6551933
CPLX1,0.11577679
CPLX2,1.9966799
CPLX3,0.29847655
CPLX4,0.0
CPM,13.954784
CPN1,0.0
CPN2,0.27882546
CPNE1,129.78012
CPNE2,30.647036
CPNE3,60.708088
CPNE4,50.73519
CPNE5,2.7654362
CPNE6,0.0
CPNE7,1.1340812
CPNE8,8.56163
CPNE9,1.0380228
CPO,0.042844646
CPOX,3.2780209
CPPED1,6.137096
CPQ,12.802279
CPS1,2.5694993
CPS1-IT1,0.0
CPSF1,28.865726
CPSF2,27.576529
CPSF3,111.36599
CPSF3L,64.50763
CPSF4,22.720253
CPSF4L,0.16715541
CPSF6,122.149055
CPSF7,25.46286
CPT1A,17.257847
CPT1B,5.918523
CPT1C,20.63541
CPT2,15.335213
CPVL,58.985977
CPXCR1,0.0
CPXM1,78.7292
CPXM2,0.6623181
CPZ,0.025630461
CR1,0.4697947
CR1L,0.1570088
CR2,0.0
CRABP1,5.6017823
CRABP2,3.8339674
CRADD,42.517857
CRAMP1L,7.6261034
CRAT,75.70428
CRB1,51.68439
CRB2,0.95821124
CRB3,0.11641766
CRBN,63.73816
CRCP,31.062622
CRCT1,0.033753667
CREB1,21.82974
CREB3,102.388405
CREB3L1,4.6883245
CREB3L2,26.636257
CREB3L3,0.0
CREB3L4,10.400712
CREB5,41.39256
CREBBP,14.026787
CREBL2,9.755305
CREBRF,7.266008
CREBZF,37.79738
CREG1,10.962838
CREG2,0.0
CRELD1,17.091822
CRELD2,54.88691
CREM,40.84452
CRH,1.1526686
CRHBP,0.0
CRHR1,0.063313514
CRHR1-IT1,15.350731
CRHR2,0.101027
CRIM1,6.5638576
CRIP1,4.722616
CRIP2,240.95079
CRIP3,3.9732263
CRIPAK,2.7354982
CRIPT,61.70665
CRISP1,0.0
CRISP2,0.0
CRISP3,0.0
CRISPLD1,51.4911
CRISPLD2,5.4050813
CRK,55.590443
CRKL,137.42838
CRLF1,1.9824256
CRLF2,0.0
CRLF3,48.14218
CRLS1,14.660422
CRMP1,105.54901
CRNDE,55.34768
CRNKL1,29.992119
CRNN,0.09929619
CROCC,3.8556697
CROCCP2,37.94189
CROCCP3,8.435267
CROT,34.67536
CRP,0.0
CRSP8P,0.1865395
CRTAC1,5.102964
CRTAM,1.3378603
CRTAP,32.002354
CRTC1,5.036739
CRTC2,13.569184
CRTC3,20.085627
CRX,6.9722733
CRY1,70.137146
CRY2,12.157129
CRYAA,0.0
CRYAB,53.639877
CRYBA1,1.5767506
CRYBA2,1.8205428
CRYBA4,0.14981955
CRYBB1,0.029765395
CRYBB2,1.9435991
CRYBB2P1,44.36547
CRYBB3,0.0105278585
CRYBG3,6.352128
CRYGA,1.6995308
CRYGB,0.0
CRYGC,0.0
CRYGD,5.3383603
CRYGN,0.0
CRYGS,5.967314
CRYL1,27.048935
CRYM,2.654206
CRYM-AS1,1.6728988
CRYZ,70.75341
CRYZL1,50.56561
CS,156.10468
CSAD,21.335522
CSAG1,0.67518437
CSAG2,0.016099798
CSAG3,0.24730045
CSAG4,0.6153345
CSDA,14.91725
CSDAP1,0.0070381234
CSDC2,2.2862918
CSDE1,279.68573
CSE1L,170.78192
CSF1,5.9461765
CSF1R,0.4846629
CSF2,0.0
CSF2RA,0.84970844
CSF2RB,0.0
CSF3,0.2341936
CSF3R,0.04161237
CSGALNACT1,17.15221
CSGALNACT2,13.033945
CSH1,0.0
CSH2,0.0
CSHL1,0.0
CSK,14.123839
CSMD1,8.663111
CSMD2,5.566412
CSMD3,3.2629333
CSN1S1,0.0
CSN1S2AP,0.0
CSN1S2BP,0.0
CSN2,0.0
CSN3,0.0
CSNK1A1,319.5305
CSNK1A1L,0.1348387
CSNK1A1P1,0.33214015
CSNK1D,25.370667
CSNK1E,46.014183
CSNK1G1,13.811787
CSNK1G2,4.743842
CSNK1G2-AS1,0.25953087
CSNK1G3,46.66289
CSNK2A1,160.46199
CSNK2A2,5.546089
CSNK2A3,1.501523
CSNK2B,239.62448
CSPG4,58.075874
CSPG4P1Y,0.35545567
CSPG5,10.418291
CSPP1,23.376326
CSRNP1,12.845395
CSRNP2,18.794662
CSRNP3,8.660983
CSRP1,61.13531
CSRP2,195.69704
CSRP2BP,18.989235
CSRP3,0.018563049
CST1,0.0
CST11,0.0
CST13P,0.0
CST2,0.0
CST3,1083.0334
CST4,0.08703812
CST5,0.013137782
CST6,1.9075074
CST7,0.42817995
CST8,0.0
CST9,0.037567537
CST9L,0.0
CSTA,0.0
CSTB,65.130104
CSTF1,78.71159
CSTF2,39.72389
CSTF2T,43.37621
CSTF3,139.47115
CSTF3-AS1,3.6813872
CSTL1,0.010234605
CT45A1,0.0
CT45A2,0.0067448677
CT45A3,0.0
CT45A4,0.0
CT45A5,0.37070367
CT45A6,0.0
CT47A1,0.0
CT47A10,0.0
CT47A11,0.0
CT47A12,0.0
CT47A2,0.0
CT47A3,0.0
CT47A4,0.0
CT47A5,0.0
CT47A6,0.0
CT47A7,0.0
CT47A8,0.0
CT47A9,0.0
CT47B1,0.0
CT49,0.1833724
CT60,0.7164809
CT62,0.07428152
CT64,0.32876816
CTAG1A,0.006246335
CTAG1B,0.006246335
CTAG2,0.0077712615
CTAGE1,0.0
CTAGE10P,0.0036656891
CTAGE11P,0.19721738
CTAGE15P,0.032961875
CTAGE4,0.12205306
CTAGE5,7.0476246
CTAGE6P,0.47777134
CTAGE7P,0.34272414
CTAGE9,0.059030287
CTBP1,37.75116
CTBP1-AS1,7.4287853
CTBP2,22.59491
CTBS,7.9496627
CTC1,6.8126717
CTCF,26.525238
CTCFL,1.5972124
CTDNEP1,13.067038
CTDP1,2.3414645
CTDSP1,10.611111
CTDSP2,81.10762
CTDSPL,9.62304
CTDSPL2,48.897038
CTF1,0.6895881
CTGF,23.190788
CTH,15.289522
CTHRC1,115.400154
CTIF,6.1081414
CTLA4,0.0012023461
CTNNA1,164.50868
CTNNA2,24.254139
CTNNA3,3.8678234
CTNNAL1,34.279114
CTNNB1,388.66153
CTNNBIP1,6.0360484
CTNNBL1,88.885765
CTNND1,6.127828
CTNND2,35.057568
CTNS,7.951603
CTPS1,47.277588
CTPS2,17.870674
CTR9,53.254436
CTRB1,0.108826965
CTRB2,0.065894425
CTRC,0.1600551
CTRL,4.3389688
CTSA,81.666855
CTSB,128.25745
CTSC,37.952244
CTSD,135.30316
CTSE,0.0
CTSF,20.367453
CTSG,0.0
CTSH,4.4076843
CTSK,21.973831
CTSL1,49.45368
CTSL1P2,0.79257554
CTSL1P8,0.0
CTSL2,5.0209594
CTSL3P,0.0
CTSO,16.377508
CTSS,2.7920823
CTSW,0.23120068
CTSZ,0.69531065
CTTN,104.44781
CTTNBP2,24.410236
CTTNBP2NL,24.081762
CTU1,0.38043395
CTU2,21.33426
CTXN1,1.2311487
CTXN2,1.111261
CTXN3,0.0
CUBN,0.5623188
CUEDC1,4.095816
CUEDC2,206.10728
CUL1,78.17714
CUL2,29.279207
CUL3,16.579079
CUL4A,39.92603
CUL4B,29.23669
CUL5,26.483675
CUL7,6.005257
CUL9,10.621216
CUTA,149.65297
CUTC,30.468653
CUX1,30.742666
CUX2,0.8840138
CUZD1,1.3259916
CWC15,77.65411
CWC22,40.593403
CWC25,27.473074
CWC27,54.928337
CWF19L1,22.953592
CWF19L2,10.359412
CWH43,0.1780044
CX3CL1,10.640309
CX3CR1,0.7774759
CXADR,67.17738
CXADRP2,0.07478011
CXADRP3,0.050440013
CXCL1,1.8729156
CXCL10,1.6188549
CXCL11,1.1269492
CXCL12,0.26290214
CXCL13,0.79055715
CXCL14,5.248541
CXCL16,15.660129
CXCL17,0.43003005
CXCL2,6.0635448
CXCL3,0.44484064
CXCL5,0.05231667
CXCL6,0.0
CXCL9,0.34597856
CXCR1,0.10619153
CXCR2,0.42762434
CXCR2P1,0.0
CXCR3,0.6663606
CXCR4,25.314634
CXCR5,0.24747658
CXCR6,1.7202588
CXCR7,69.285706
CXXC1,54.40106
CXXC11,0.0
CXXC1P1,0.0
CXXC4,20.27484
CXXC5,66.03165
CXorf21,2.8774493
CXorf22,0.37049854
CXorf23,4.9514318
CXorf27,0.17161529
CXorf28,8.908025
CXorf30,0.0
CXorf31,0.7940763
CXorf36,2.04193
CXorf38,17.390308
CXorf40A,13.977099
CXorf40B,40.552956
CXorf48,0.24096787
CXorf49,0.0
CXorf49B,0.0
CXorf51A,0.0
CXorf51B,0.0
CXorf56,23.141346
CXorf57,24.626673
CXorf58,0.36545545
CXorf61,0.086889386
CXorf64,0.9612023
CXorf65,0.0
CXorf66,0.0
CYB561,10.2216215
CYB561D1,7.2573357
CYB561D2,33.72854
CYB5A,63.28987
CYB5B,42.498703
CYB5D1,16.211025
CYB5D2,54.595715
CYB5R1,40.80643
CYB5R2,4.6948104
CYB5R3,99.218216
CYB5R4,37.716953
CYB5RL,8.298376
CYBA,0.6334306
CYBASC3,11.723911
CYBB,2.2978451
CYBRD1,9.506612
CYC1,318.61813
CYCS,266.30646
CYCSP52,1.1721178
CYFIP1,51.561333
CYFIP2,34.930916
CYGB,0.9142359
CYHR1,28.912924
CYLC1,0.0
CYLC2,0.0048387107
CYLD,6.111806
CYMP,0.006304986
CYP11A1,0.018651027
CYP11B1,0.0
CYP11B2,0.0
CYP17A1,0.0
CYP19A1,0.004281525
CYP1A1,0.085513204
CYP1A2,4.365872
CYP1B1,0.8666276
CYP1B1-AS1,0.055104528
CYP20A1,21.439144
CYP21A1P,0.06882696
CYP21A2,0.10351921
CYP24A1,0.015923815
CYP26A1,1.0710629
CYP26B1,0.4384225
CYP26C1,0.028533723
CYP27A1,13.166372
CYP27B1,5.770748
CYP27C1,1.7023978
CYP2A13,0.08448665
CYP2A6,0.3286239
CYP2A7,0.12061647
CYP2B6,1.3653077
CYP2B7P1,2.1478305
CYP2C18,0.4508424
CYP2C19,0.042403124
CYP2C8,0.2093255
CYP2C9,0.004222874
CYP2D6,3.13227
CYP2D7P1,3.9287784
CYP2E1,0.4169521
CYP2F1,0.4561024
CYP2G1P,0.77536404
CYP2J2,4.624573
CYP2R1,3.7191374
CYP2S1,0.0037537331
CYP2U1,3.1965623
CYP2W1,0.29419369
CYP39A1,0.14011943
CYP3A4,0.5624031
CYP3A43,0.60589826
CYP3A5,9.739626
CYP3A7,0.20319635
CYP3A7-CYP3AP1,0.22961862
CYP46A1,1.0034773
CYP4A11,0.612903
CYP4A22,0.0
CYP4B1,0.443783
CYP4F11,1.1409925
CYP4F12,0.082023576
CYP4F2,0.53064513
CYP4F22,0.0
CYP4F24P,0.81202126
CYP4F3,0.0
CYP4F30P,0.21316524
CYP4F35P,1.2902901
CYP4F8,0.0
CYP4V2,16.720877
CYP4X1,0.61038125
CYP4Z1,0.0
CYP4Z2P,0.0
CYP51A1,140.82668
CYP7A1,0.4053929
CYP7B1,0.520474
CYP8B1,0.61680317
CYR61,77.13005
CYS1,0.07469208
CYSLTR1,0.0
CYSLTR2,0.0
CYSTM1,56.56606
CYTH1,27.551565
CYTH2,40.4455
CYTH3,8.242387
CYTH4,0.0
CYTIP,0.18378362
CYTL1,61.32368
CYYR1,2.8043733
D21S2088E,0.19076255
D2HGDH,5.1927037
DAAM1,21.89495
DAAM2,0.35780075
DAB1,4.9841332
DAB2,4.4292316
DAB2IP,3.7022085
DACH1,1.0759509
DACH2,3.3350418
DACT1,1.6937145
DACT2,1.287881
DACT3,3.2746418
DACT3-AS1,1.9544259
DAD1,258.8829
DAG1,43.773323
DAGLA,5.7378173
DAGLB,27.347898
DAK,6.000873
DALRD3,50.035656
DANCR,252.18073
DAND5,10.286243
DAO,0.024340115
DAOA,0.0
DAOA-AS1,0.0
DAP,132.55211
DAP3,92.590996
DAPK1,8.992867
DAPK2,2.775866
DAPK3,43.465263
DAPL1,2.4822025
DAPP1,1.4386247
DARC,9.8417845
DARS,147.00523
DARS2,61.97862
DAW1,0.033810202
DAXX,71.36661
DAZ1,0.0
DAZ2,3.0075192
DAZ3,0.0029324724
DAZ4,1.2664068
DAZAP1,9.906858
DAZAP2,284.13904
DAZL,0.0
DBC1,7.9180913
DBF4,115.899124
DBF4B,21.392797
DBH,0.0
DBI,1451.3115
DBIL5P,0.6281809
DBIL5P2,1.4014076
DBN1,214.3343
DBNDD1,13.792781
DBNDD2,83.081055
DBNL,102.02969
DBP,1.94292
DBR1,32.652824
DBT,10.023326
DBX1,0.0198827
DBX2,2.4335778
DCAF10,14.235669
DCAF11,49.86745
DCAF12,40.686977
DCAF12L1,0.0
DCAF12L2,1.0330107
DCAF13,150.85254
DCAF13P3,0.13366435
DCAF15,2.3866892
DCAF16,52.11876
DCAF17,10.1952715
DCAF4,6.8783607
DCAF4L1,3.3844233
DCAF4L2,1.398221
DCAF5,13.994248
DCAF6,10.574878
DCAF7,170.33386
DCAF8,79.16786
DCAF8L1,0.0027565374
DCAF8L2,0.024780013
DCAKD,70.80683
DCBLD1,2.2261622
DCBLD2,10.507445
DCC,10.922948
DCD,0.0
DCDC1,1.6314662
DCDC2,1.2093221
DCDC2B,2.4077399
DCDC5,0.46252236
DCHS1,17.103493
DCHS2,0.8161389
DCK,68.871475
DCLK1,10.052933
DCLK2,19.040071
DCLK3,0.010234604
DCLRE1A,13.868503
DCLRE1B,24.312582
DCLRE1C,38.19975
DCN,48.763245
DCP1A,31.153702
DCP1B,18.346792
DCP2,51.00677
DCPS,38.336445
DCST1,0.0427566
DCST2,0.105366625
DCSTAMP,0.069122106
DCT,0.80079234
DCTD,66.27319
DCTN1,103.38824
DCTN1-AS1,0.3016445
DCTN2,504.43668
DCTN3,393.05023
DCTN4,98.57919
DCTN5,41.04455
DCTN6,182.67717
DCTPP1,75.13652
DCUN1D1,71.89416
DCUN1D2,19.219845
DCUN1D3,9.770454
DCUN1D4,41.481804
DCUN1D5,12.825242
DCX,59.657993
DCXR,328.56024
DDA1,14.418894
DDAH1,123.25651
DDAH2,180.19827
DDB1,115.67464
DDB2,28.971884
DDC,0.24808991
DDHD1,8.589622
DDHD2,43.2273
DDI1,0.005953079
DDI2,8.483404
DDIT3,387.60925
DDIT4,132.16185
DDIT4L,0.54657847
DDN,0.033988487
DDO,1.2985923
DDOST,263.976
DDR1,91.26003
DDR2,8.726823
DDRGK1,51.941284
DDT,67.55025
DDTL,5.5461755
DDX1,175.11525
DDX10,32.887623
DDX11,25.737007
DDX11-AS1,3.1137574
DDX11L1,0.7976263
DDX11L10,0.5653934
DDX11L2,2.3160174
DDX11L5,0.12630413
DDX11L9,1.7181846
DDX12P,30.955313
DDX17,123.17072
DDX18,35.93304
DDX19A,27.428549
DDX19B,53.256084
DDX20,27.647972
DDX21,29.19486
DDX23,71.70092
DDX24,76.55386
DDX25,10.946845
DDX26B,1.5999761
DDX27,37.76628
DDX28,16.270905
DDX31,10.787538
DDX39A,494.01266
DDX39B,234.70955
DDX3X,184.85208
DDX3Y,18.868563
DDX4,0.31715843
DDX41,72.74759
DDX42,26.000134
DDX43,0.0048972527
DDX46,31.35067
DDX47,123.51665
DDX49,72.28503
DDX5,1210.7268
DDX50,47.84816
DDX51,10.919872
DDX52,34.177578
DDX53,0.06636363
DDX54,30.569937
DDX55,21.298258
DDX56,76.24355
DDX58,9.813108
DDX59,31.401821
DDX6,135.5945
DDX60,7.3725824
DDX60L,3.3569622
DEAF1,4.6394258
DEC1,0.04381252
DECR1,162.3061
DECR2,17.90436
DEDD,58.43808
DEDD2,25.908304
DEF6,0.58865094
DEF8,73.500946
DEFA1,0.0
DEFA10P,0.09571847
DEFA11P,0.0
DEFA1B,0.0
DEFA3,0.053929616
DEFA4,0.0
DEFA5,0.6453372
DEFA6,0.034134876
DEFA8P,0.0
DEFA9P,0.0
DEFB1,0.13947214
DEFB103A,0.0
